Country,Country_Code,Year,Population,Renewable Source,Terawatt Hours,Total Terawatt Hours
Colombia,COL,1973,23024517,Hydro,7.743,7.743
Colombia,COL,1973,23024517,Solar,0,7.743
Colombia,COL,1973,23024517,Wind,0,7.743
Colombia,COL,1973,23024517,Others,0,7.743
Colombia,COL,1974,23538386,Hydro,8.792,8.792
Colombia,COL,1974,23538386,Solar,0,8.792
Colombia,COL,1974,23538386,Wind,0,8.792
Colombia,COL,1974,23538386,Others,0,8.792
Colombia,COL,1975,24065507,Hydro,9.732,9.921
Colombia,COL,1975,24065507,Solar,0,9.921
Colombia,COL,1975,24065507,Wind,0,9.921
Colombia,COL,1975,24065507,Others,0.189,9.921
Colombia,COL,1976,24608113,Hydro,10.226,10.428
Colombia,COL,1976,24608113,Solar,0,10.428
Colombia,COL,1976,24608113,Wind,0,10.428
Colombia,COL,1976,24608113,Others,0.202,10.428
Colombia,COL,1977,25164545,Hydro,10.452,10.644
Colombia,COL,1977,25164545,Solar,0,10.644
Colombia,COL,1977,25164545,Wind,0,10.644
Colombia,COL,1977,25164545,Others,0.192,10.644
Colombia,COL,1978,25733673,Hydro,12.071,12.277
Colombia,COL,1978,25733673,Solar,0,12.277
Colombia,COL,1978,25733673,Wind,0,12.277
Colombia,COL,1978,25733673,Others,0.206,12.277
Colombia,COL,1979,26312994,Hydro,13.259,13.475
Colombia,COL,1979,26312994,Solar,0,13.475
Colombia,COL,1979,26312994,Wind,0,13.475
Colombia,COL,1979,26312994,Others,0.216,13.475
Colombia,COL,1980,26900506,Hydro,14.447,14.674
Colombia,COL,1980,26900506,Solar,0,14.674
Colombia,COL,1980,26900506,Wind,0,14.674
Colombia,COL,1980,26900506,Others,0.227,14.674
Colombia,COL,1981,27496617,Hydro,14.265,14.477
Colombia,COL,1981,27496617,Solar,0,14.477
Colombia,COL,1981,27496617,Wind,0,14.477
Colombia,COL,1981,27496617,Others,0.212,14.477
Colombia,COL,1982,28101819,Hydro,15.239,15.47
Colombia,COL,1982,28101819,Solar,0,15.47
Colombia,COL,1982,28101819,Wind,0,15.47
Colombia,COL,1982,28101819,Others,0.231,15.47
Colombia,COL,1983,28714190,Hydro,15.366,15.6
Colombia,COL,1983,28714190,Solar,0,15.6
Colombia,COL,1983,28714190,Wind,0,15.6
Colombia,COL,1983,28714190,Others,0.234,15.6
Colombia,COL,1984,29331238,Hydro,17.14,17.395
Colombia,COL,1984,29331238,Solar,0,17.395
Colombia,COL,1984,29331238,Wind,0,17.395
Colombia,COL,1984,29331238,Others,0.255,17.395
Colombia,COL,1985,29951201,Hydro,18.441,18.708
Colombia,COL,1985,29951201,Solar,0,18.708
Colombia,COL,1985,29951201,Wind,0,18.708
Colombia,COL,1985,29951201,Others,0.267,18.708
Colombia,COL,1986,30572478,Hydro,21.333,21.599
Colombia,COL,1986,30572478,Solar,0,21.599
Colombia,COL,1986,30572478,Wind,0,21.599
Colombia,COL,1986,30572478,Others,0.266,21.599
Colombia,COL,1987,31195413,Hydro,23.248,23.516
Colombia,COL,1987,31195413,Solar,0,23.516
Colombia,COL,1987,31195413,Wind,0,23.516
Colombia,COL,1987,31195413,Others,0.268,23.516
Colombia,COL,1988,31822525,Hydro,24.519,24.793
Colombia,COL,1988,31822525,Solar,0,24.793
Colombia,COL,1988,31822525,Wind,0,24.793
Colombia,COL,1988,31822525,Others,0.274,24.793
Colombia,COL,1989,32457499,Hydro,26.782,27.056
Colombia,COL,1989,32457499,Solar,0,27.056
Colombia,COL,1989,32457499,Wind,0,27.056
Colombia,COL,1989,32457499,Others,0.274,27.056
Colombia,COL,1990,33102575,Hydro,27.496,27.77
Colombia,COL,1990,33102575,Solar,0,27.77
Colombia,COL,1990,33102575,Wind,0,27.77
Colombia,COL,1990,33102575,Others,0.274,27.77
Colombia,COL,1991,33758337,Hydro,27.726,27.995
Colombia,COL,1991,33758337,Solar,0,27.995
Colombia,COL,1991,33758337,Wind,0,27.995
Colombia,COL,1991,33758337,Others,0.269,27.995
Colombia,COL,1992,34422569,Hydro,22.281,22.621
Colombia,COL,1992,34422569,Solar,0,22.621
Colombia,COL,1992,34422569,Wind,0,22.621
Colombia,COL,1992,34422569,Others,0.34,22.621
Colombia,COL,1993,35091275,Hydro,27.856,28.245
Colombia,COL,1993,35091275,Solar,0,28.245
Colombia,COL,1993,35091275,Wind,0,28.245
Colombia,COL,1993,35091275,Others,0.389,28.245
Colombia,COL,1994,35758979,Hydro,32.058,32.502
Colombia,COL,1994,35758979,Solar,0,32.502
Colombia,COL,1994,35758979,Wind,0,32.502
Colombia,COL,1994,35758979,Others,0.444,32.502
Colombia,COL,1995,36421438,Hydro,31.989,32.466
Colombia,COL,1995,36421438,Solar,0,32.466
Colombia,COL,1995,36421438,Wind,0,32.466
Colombia,COL,1995,36421438,Others,0.477,32.466
Colombia,COL,1996,37076387,Hydro,35.288,35.784
Colombia,COL,1996,37076387,Solar,0,35.784
Colombia,COL,1996,37076387,Wind,0,35.784
Colombia,COL,1996,37076387,Others,0.496,35.784
Colombia,COL,1997,37723800,Hydro,31.476,31.959
Colombia,COL,1997,37723800,Solar,0,31.959
Colombia,COL,1997,37723800,Wind,0,31.959
Colombia,COL,1997,37723800,Others,0.483,31.959
Colombia,COL,1998,38364309,Hydro,30.782,31.314
Colombia,COL,1998,38364309,Solar,0,31.314
Colombia,COL,1998,38364309,Wind,0,31.314
Colombia,COL,1998,38364309,Others,0.532,31.314
Colombia,COL,1999,38999471,Hydro,33.701,34.158
Colombia,COL,1999,38999471,Solar,0,34.158
Colombia,COL,1999,38999471,Wind,0,34.158
Colombia,COL,1999,38999471,Others,0.457,34.158
Colombia,COL,2000,39629968,Hydro,30.816,31.314
Colombia,COL,2000,39629968,Solar,0.002,31.314
Colombia,COL,2000,39629968,Wind,0,31.314
Colombia,COL,2000,39629968,Others,0.496,31.314
Colombia,COL,2001,40255967,Hydro,31.633,32.131
Colombia,COL,2001,40255967,Solar,0.003,32.131
Colombia,COL,2001,40255967,Wind,0,32.131
Colombia,COL,2001,40255967,Others,0.496,32.131
Colombia,COL,2002,40875360,Hydro,33.968,34.464
Colombia,COL,2002,40875360,Solar,0.005,34.464
Colombia,COL,2002,40875360,Wind,0,34.464
Colombia,COL,2002,40875360,Others,0.491,34.464
Colombia,COL,2003,41483869,Hydro,36.176,36.678
Colombia,COL,2003,41483869,Solar,0.006,36.678
Colombia,COL,2003,41483869,Wind,0,36.678
Colombia,COL,2003,41483869,Others,0.495,36.678
Colombia,COL,2004,42075955,Hydro,38.33,38.857
Colombia,COL,2004,42075955,Solar,0.008,38.857
Colombia,COL,2004,42075955,Wind,0.052,38.857
Colombia,COL,2004,42075955,Others,0.467,38.857
Colombia,COL,2005,42647723,Hydro,39.221,39.783
Colombia,COL,2005,42647723,Solar,0.01,39.783
Colombia,COL,2005,42647723,Wind,0.049,39.783
Colombia,COL,2005,42647723,Others,0.503,39.783
Colombia,COL,2006,43200897,Hydro,42.558,43.141
Colombia,COL,2006,43200897,Solar,0,43.141
Colombia,COL,2006,43200897,Wind,0.063,43.141
Colombia,COL,2006,43200897,Others,0.52,43.141
Colombia,COL,2007,43737516,Hydro,44.242,44.799
Colombia,COL,2007,43737516,Solar,0,44.799
Colombia,COL,2007,43737516,Wind,0.05,44.799
Colombia,COL,2007,43737516,Others,0.507,44.799
Colombia,COL,2008,44254975,Hydro,46.161,46.724
Colombia,COL,2008,44254975,Solar,0,46.724
Colombia,COL,2008,44254975,Wind,0.054,46.724
Colombia,COL,2008,44254975,Others,0.509,46.724
Colombia,COL,2009,44750054,Hydro,40.837,41.898
Colombia,COL,2009,44750054,Solar,0,41.898
Colombia,COL,2009,44750054,Wind,0.058,41.898
Colombia,COL,2009,44750054,Others,1.003,41.898
Colombia,COL,2010,45222700,Hydro,40.557,41.706
Colombia,COL,2010,45222700,Solar,0,41.706
Colombia,COL,2010,45222700,Wind,0.039,41.706
Colombia,COL,2010,45222700,Others,1.11,41.706
Colombia,COL,2011,45663099,Hydro,48.427,49.847
Colombia,COL,2011,45663099,Solar,0,49.847
Colombia,COL,2011,45663099,Wind,0.041,49.847
Colombia,COL,2011,45663099,Others,1.378,49.847
Colombia,COL,2012,46076848,Hydro,47.582,49.113
Colombia,COL,2012,46076848,Solar,0,49.113
Colombia,COL,2012,46076848,Wind,0.055,49.113
Colombia,COL,2012,46076848,Others,1.476,49.113
Colombia,COL,2013,46497267,Hydro,44.363,45.767
Colombia,COL,2013,46497267,Solar,0,45.767
Colombia,COL,2013,46497267,Wind,0.058,45.767
Colombia,COL,2013,46497267,Others,1.346,45.767
Colombia,COL,2014,46969209,Hydro,44.742,46.541
Colombia,COL,2014,46969209,Solar,0,46.541
Colombia,COL,2014,46969209,Wind,0.07,46.541
Colombia,COL,2014,46969209,Others,1.729,46.541
Colombia,COL,2015,47520667,Hydro,44.682,46.573
Colombia,COL,2015,47520667,Solar,0,46.573
Colombia,COL,2015,47520667,Wind,0.068,46.573
Colombia,COL,2015,47520667,Others,1.823,46.573
Colombia,COL,2016,48171392,Hydro,46.788,48.833
Colombia,COL,2016,48171392,Solar,0,48.833
Colombia,COL,2016,48171392,Wind,0.051,48.833
Colombia,COL,2016,48171392,Others,1.994,48.833
Colombia,COL,2017,48901066,Hydro,57.342,59.336
Colombia,COL,2017,48901066,Solar,0,59.336
Colombia,COL,2017,48901066,Wind,0.003,59.336
Colombia,COL,2017,48901066,Others,1.991,59.336
Colombia,COL,2018,49648685,Hydro,56.647,58.791
Colombia,COL,2018,49648685,Solar,0.012,58.791
Colombia,COL,2018,49648685,Wind,0.043,58.791
Colombia,COL,2018,49648685,Others,2.089,58.791
Croatia,HRV,1990,4777368,Hydro,3.805,3.805
Croatia,HRV,1990,4777368,Solar,0,3.805
Croatia,HRV,1990,4777368,Wind,0,3.805
Croatia,HRV,1990,4777368,Others,0,3.805
Croatia,HRV,1991,4689022,Hydro,5.881,5.881
Croatia,HRV,1991,4689022,Solar,0,5.881
Croatia,HRV,1991,4689022,Wind,0,5.881
Croatia,HRV,1991,4689022,Others,0,5.881
Croatia,HRV,1992,4575818,Hydro,4.349,4.355
Croatia,HRV,1992,4575818,Solar,0,4.355
Croatia,HRV,1992,4575818,Wind,0,4.355
Croatia,HRV,1992,4575818,Others,0.006,4.355
Croatia,HRV,1993,4600463,Hydro,4.55,4.569
Croatia,HRV,1993,4600463,Solar,0,4.569
Croatia,HRV,1993,4600463,Wind,0,4.569
Croatia,HRV,1993,4600463,Others,0.019,4.569
Croatia,HRV,1994,4652024,Hydro,5.435,5.441
Croatia,HRV,1994,4652024,Solar,0,5.441
Croatia,HRV,1994,4652024,Wind,0,5.441
Croatia,HRV,1994,4652024,Others,0.006,5.441
Croatia,HRV,1995,4620030,Hydro,5.683,5.688
Croatia,HRV,1995,4620030,Solar,0,5.688
Croatia,HRV,1995,4620030,Wind,0,5.688
Croatia,HRV,1995,4620030,Others,0.005,5.688
Croatia,HRV,1996,4557097,Hydro,7.863,7.873
Croatia,HRV,1996,4557097,Solar,0,7.873
Croatia,HRV,1996,4557097,Wind,0,7.873
Croatia,HRV,1996,4557097,Others,0.01,7.873
Croatia,HRV,1997,4534920,Hydro,5.853,5.855
Croatia,HRV,1997,4534920,Solar,0,5.855
Croatia,HRV,1997,4534920,Wind,0,5.855
Croatia,HRV,1997,4534920,Others,0.002,5.855
Croatia,HRV,1998,4532135,Hydro,6.022,6.027
Croatia,HRV,1998,4532135,Solar,0,6.027
Croatia,HRV,1998,4532135,Wind,0,6.027
Croatia,HRV,1998,4532135,Others,0.005,6.027
Croatia,HRV,1999,4512597,Hydro,7.327,7.329
Croatia,HRV,1999,4512597,Solar,0,7.329
Croatia,HRV,1999,4512597,Wind,0,7.329
Croatia,HRV,1999,4512597,Others,0.002,7.329
Croatia,HRV,2000,4468302,Hydro,6.453,6.454
Croatia,HRV,2000,4468302,Solar,0,6.454
Croatia,HRV,2000,4468302,Wind,0,6.454
Croatia,HRV,2000,4468302,Others,0.001,6.454
Croatia,HRV,2001,4299642,Hydro,7.181,7.181
Croatia,HRV,2001,4299642,Solar,0,7.181
Croatia,HRV,2001,4299642,Wind,0,7.181
Croatia,HRV,2001,4299642,Others,0,7.181
Croatia,HRV,2002,4302174,Hydro,5.851,5.851
Croatia,HRV,2002,4302174,Solar,0,5.851
Croatia,HRV,2002,4302174,Wind,0,5.851
Croatia,HRV,2002,4302174,Others,0,5.851
Croatia,HRV,2003,4303399,Hydro,5.458,5.458
Croatia,HRV,2003,4303399,Solar,0,5.458
Croatia,HRV,2003,4303399,Wind,0,5.458
Croatia,HRV,2003,4303399,Others,0,5.458
Croatia,HRV,2004,4304600,Hydro,7.627,7.633
Croatia,HRV,2004,4304600,Solar,0,7.633
Croatia,HRV,2004,4304600,Wind,0.002,7.633
Croatia,HRV,2004,4304600,Others,0.004,7.633
Croatia,HRV,2005,4310145,Hydro,7.036,7.06
Croatia,HRV,2005,4310145,Solar,0,7.06
Croatia,HRV,2005,4310145,Wind,0.01,7.06
Croatia,HRV,2005,4310145,Others,0.014,7.06
Croatia,HRV,2006,4311159,Hydro,6.617,6.647
Croatia,HRV,2006,4311159,Solar,0,6.647
Croatia,HRV,2006,4311159,Wind,0.019,6.647
Croatia,HRV,2006,4311159,Others,0.011,6.647
Croatia,HRV,2007,4310217,Hydro,4.7,4.742
Croatia,HRV,2007,4310217,Solar,0,4.742
Croatia,HRV,2007,4310217,Wind,0.035,4.742
Croatia,HRV,2007,4310217,Others,0.007,4.742
Croatia,HRV,2008,4309705,Hydro,5.781,5.842
Croatia,HRV,2008,4309705,Solar,0,5.842
Croatia,HRV,2008,4309705,Wind,0.04,5.842
Croatia,HRV,2008,4309705,Others,0.021,5.842
Croatia,HRV,2009,4305181,Hydro,7.409,7.488
Croatia,HRV,2009,4305181,Solar,0,7.488
Croatia,HRV,2009,4305181,Wind,0.054,7.488
Croatia,HRV,2009,4305181,Others,0.025,7.488
Croatia,HRV,2010,4295427,Hydro,9.126,9.298
Croatia,HRV,2010,4295427,Solar,0,9.298
Croatia,HRV,2010,4295427,Wind,0.139,9.298
Croatia,HRV,2010,4295427,Others,0.033,9.298
Croatia,HRV,2011,4280622,Hydro,5.033,5.289
Croatia,HRV,2011,4280622,Solar,0,5.289
Croatia,HRV,2011,4280622,Wind,0.201,5.289
Croatia,HRV,2011,4280622,Others,0.055,5.289
Croatia,HRV,2012,4267558,Hydro,4.837,5.262
Croatia,HRV,2012,4267558,Solar,0.002,5.262
Croatia,HRV,2012,4267558,Wind,0.329,5.262
Croatia,HRV,2012,4267558,Others,0.094,5.262
Croatia,HRV,2013,4255689,Hydro,8.622,9.275
Croatia,HRV,2013,4255689,Solar,0.011,9.275
Croatia,HRV,2013,4255689,Wind,0.517,9.275
Croatia,HRV,2013,4255689,Others,0.125,9.275
Croatia,HRV,2014,4238389,Hydro,9.007,9.937
Croatia,HRV,2014,4238389,Solar,0.035,9.937
Croatia,HRV,2014,4238389,Wind,0.73,9.937
Croatia,HRV,2014,4238389,Others,0.165,9.937
Croatia,HRV,2015,4203604,Hydro,6.391,7.51
Croatia,HRV,2015,4203604,Solar,0.057,7.51
Croatia,HRV,2015,4203604,Wind,0.796,7.51
Croatia,HRV,2015,4203604,Others,0.266,7.51
Croatia,HRV,2016,4174349,Hydro,6.853,8.364
Croatia,HRV,2016,4174349,Solar,0.066,8.364
Croatia,HRV,2016,4174349,Wind,1.014,8.364
Croatia,HRV,2016,4174349,Others,0.431,8.364
Croatia,HRV,2017,4124531,Hydro,5.307,7.116
Croatia,HRV,2017,4124531,Solar,0.079,7.116
Croatia,HRV,2017,4124531,Wind,1.204,7.116
Croatia,HRV,2017,4124531,Others,0.526,7.116
Croatia,HRV,2018,4087843,Hydro,7.513,9.648
Croatia,HRV,2018,4087843,Solar,0.074,9.648
Croatia,HRV,2018,4087843,Wind,1.379,9.648
Croatia,HRV,2018,4087843,Others,0.683,9.648
Cyprus,CYP,1965,580966,Hydro,0,0
Cyprus,CYP,1965,580966,Solar,0,0
Cyprus,CYP,1965,580966,Wind,0,0
Cyprus,CYP,1965,580966,Others,0,0
Cyprus,CYP,1966,585309,Hydro,0,0
Cyprus,CYP,1966,585309,Solar,0,0
Cyprus,CYP,1966,585309,Wind,0,0
Cyprus,CYP,1966,585309,Others,0,0
Cyprus,CYP,1967,591308,Hydro,0,0
Cyprus,CYP,1967,591308,Solar,0,0
Cyprus,CYP,1967,591308,Wind,0,0
Cyprus,CYP,1967,591308,Others,0,0
Cyprus,CYP,1968,598495,Hydro,0,0
Cyprus,CYP,1968,598495,Solar,0,0
Cyprus,CYP,1968,598495,Wind,0,0
Cyprus,CYP,1968,598495,Others,0,0
Cyprus,CYP,1969,606116,Hydro,0,0
Cyprus,CYP,1969,606116,Solar,0,0
Cyprus,CYP,1969,606116,Wind,0,0
Cyprus,CYP,1969,606116,Others,0,0
Cyprus,CYP,1970,613618,Hydro,0,0
Cyprus,CYP,1970,613618,Solar,0,0
Cyprus,CYP,1970,613618,Wind,0,0
Cyprus,CYP,1970,613618,Others,0,0
Cyprus,CYP,1971,620859,Hydro,0,0
Cyprus,CYP,1971,620859,Solar,0,0
Cyprus,CYP,1971,620859,Wind,0,0
Cyprus,CYP,1971,620859,Others,0,0
Cyprus,CYP,1972,627998,Hydro,0,0
Cyprus,CYP,1972,627998,Solar,0,0
Cyprus,CYP,1972,627998,Wind,0,0
Cyprus,CYP,1972,627998,Others,0,0
Cyprus,CYP,1973,635107,Hydro,0,0
Cyprus,CYP,1973,635107,Solar,0,0
Cyprus,CYP,1973,635107,Wind,0,0
Cyprus,CYP,1973,635107,Others,0,0
Cyprus,CYP,1974,642332,Hydro,0,0
Cyprus,CYP,1974,642332,Solar,0,0
Cyprus,CYP,1974,642332,Wind,0,0
Cyprus,CYP,1974,642332,Others,0,0
Cyprus,CYP,1975,649751,Hydro,0,0
Cyprus,CYP,1975,649751,Solar,0,0
Cyprus,CYP,1975,649751,Wind,0,0
Cyprus,CYP,1975,649751,Others,0,0
Cyprus,CYP,1976,657527,Hydro,0,0
Cyprus,CYP,1976,657527,Solar,0,0
Cyprus,CYP,1976,657527,Wind,0,0
Cyprus,CYP,1976,657527,Others,0,0
Cyprus,CYP,1977,665525,Hydro,0,0
Cyprus,CYP,1977,665525,Solar,0,0
Cyprus,CYP,1977,665525,Wind,0,0
Cyprus,CYP,1977,665525,Others,0,0
Cyprus,CYP,1978,673247,Hydro,0,0
Cyprus,CYP,1978,673247,Solar,0,0
Cyprus,CYP,1978,673247,Wind,0,0
Cyprus,CYP,1978,673247,Others,0,0
Cyprus,CYP,1979,680005,Hydro,0,0
Cyprus,CYP,1979,680005,Solar,0,0
Cyprus,CYP,1979,680005,Wind,0,0
Cyprus,CYP,1979,680005,Others,0,0
Cyprus,CYP,1980,685405,Hydro,0,0
Cyprus,CYP,1980,685405,Solar,0,0
Cyprus,CYP,1980,685405,Wind,0,0
Cyprus,CYP,1980,685405,Others,0,0
Cyprus,CYP,1981,689173,Hydro,0,0
Cyprus,CYP,1981,689173,Solar,0,0
Cyprus,CYP,1981,689173,Wind,0,0
Cyprus,CYP,1981,689173,Others,0,0
Cyprus,CYP,1982,691702,Hydro,0,0
Cyprus,CYP,1982,691702,Solar,0,0
Cyprus,CYP,1982,691702,Wind,0,0
Cyprus,CYP,1982,691702,Others,0,0
Cyprus,CYP,1983,694077,Hydro,0,0
Cyprus,CYP,1983,694077,Solar,0,0
Cyprus,CYP,1983,694077,Wind,0,0
Cyprus,CYP,1983,694077,Others,0,0
Cyprus,CYP,1984,697714,Hydro,0,0
Cyprus,CYP,1984,697714,Solar,0,0
Cyprus,CYP,1984,697714,Wind,0,0
Cyprus,CYP,1984,697714,Others,0,0
Cyprus,CYP,1985,703685,Hydro,0,0
Cyprus,CYP,1985,703685,Solar,0,0
Cyprus,CYP,1985,703685,Wind,0,0
Cyprus,CYP,1985,703685,Others,0,0
Cyprus,CYP,1986,712340,Hydro,0,0
Cyprus,CYP,1986,712340,Solar,0,0
Cyprus,CYP,1986,712340,Wind,0,0
Cyprus,CYP,1986,712340,Others,0,0
Cyprus,CYP,1987,723376,Hydro,0,0
Cyprus,CYP,1987,723376,Solar,0,0
Cyprus,CYP,1987,723376,Wind,0,0
Cyprus,CYP,1987,723376,Others,0,0
Cyprus,CYP,1988,736474,Hydro,0,0
Cyprus,CYP,1988,736474,Solar,0,0
Cyprus,CYP,1988,736474,Wind,0,0
Cyprus,CYP,1988,736474,Others,0,0
Cyprus,CYP,1989,751047,Hydro,0,0
Cyprus,CYP,1989,751047,Solar,0,0
Cyprus,CYP,1989,751047,Wind,0,0
Cyprus,CYP,1989,751047,Others,0,0
Cyprus,CYP,1990,766615,Hydro,0,0
Cyprus,CYP,1990,766615,Solar,0,0
Cyprus,CYP,1990,766615,Wind,0,0
Cyprus,CYP,1990,766615,Others,0,0
Cyprus,CYP,1991,783124,Hydro,0,0
Cyprus,CYP,1991,783124,Solar,0,0
Cyprus,CYP,1991,783124,Wind,0,0
Cyprus,CYP,1991,783124,Others,0,0
Cyprus,CYP,1992,800611,Hydro,0,0
Cyprus,CYP,1992,800611,Solar,0,0
Cyprus,CYP,1992,800611,Wind,0,0
Cyprus,CYP,1992,800611,Others,0,0
Cyprus,CYP,1993,818746,Hydro,0,0
Cyprus,CYP,1993,818746,Solar,0,0
Cyprus,CYP,1993,818746,Wind,0,0
Cyprus,CYP,1993,818746,Others,0,0
Cyprus,CYP,1994,837110,Hydro,0,0
Cyprus,CYP,1994,837110,Solar,0,0
Cyprus,CYP,1994,837110,Wind,0,0
Cyprus,CYP,1994,837110,Others,0,0
Cyprus,CYP,1995,855383,Hydro,0,0
Cyprus,CYP,1995,855383,Solar,0,0
Cyprus,CYP,1995,855383,Wind,0,0
Cyprus,CYP,1995,855383,Others,0,0
Cyprus,CYP,1996,873423,Hydro,0,0
Cyprus,CYP,1996,873423,Solar,0,0
Cyprus,CYP,1996,873423,Wind,0,0
Cyprus,CYP,1996,873423,Others,0,0
Cyprus,CYP,1997,891190,Hydro,0,0
Cyprus,CYP,1997,891190,Solar,0,0
Cyprus,CYP,1997,891190,Wind,0,0
Cyprus,CYP,1997,891190,Others,0,0
Cyprus,CYP,1998,908702,Hydro,0,0
Cyprus,CYP,1998,908702,Solar,0,0
Cyprus,CYP,1998,908702,Wind,0,0
Cyprus,CYP,1998,908702,Others,0,0
Cyprus,CYP,1999,926046,Hydro,0,0
Cyprus,CYP,1999,926046,Solar,0,0
Cyprus,CYP,1999,926046,Wind,0,0
Cyprus,CYP,1999,926046,Others,0,0
Cyprus,CYP,2000,943290,Hydro,0,0
Cyprus,CYP,2000,943290,Solar,0,0
Cyprus,CYP,2000,943290,Wind,0,0
Cyprus,CYP,2000,943290,Others,0,0
Cyprus,CYP,2001,960276,Hydro,0,0
Cyprus,CYP,2001,960276,Solar,0,0
Cyprus,CYP,2001,960276,Wind,0,0
Cyprus,CYP,2001,960276,Others,0,0
Cyprus,CYP,2002,976964,Hydro,0,0
Cyprus,CYP,2002,976964,Solar,0,0
Cyprus,CYP,2002,976964,Wind,0,0
Cyprus,CYP,2002,976964,Others,0,0
Cyprus,CYP,2003,993563,Hydro,0,0
Cyprus,CYP,2003,993563,Solar,0,0
Cyprus,CYP,2003,993563,Wind,0,0
Cyprus,CYP,2003,993563,Others,0,0
Cyprus,CYP,2004,1010408,Hydro,0,0.001
Cyprus,CYP,2004,1010408,Solar,0,0.001
Cyprus,CYP,2004,1010408,Wind,0,0.001
Cyprus,CYP,2004,1010408,Others,0,0.001
Cyprus,CYP,2005,1027662,Hydro,0,0.001
Cyprus,CYP,2005,1027662,Solar,0.001,0.001
Cyprus,CYP,2005,1027662,Wind,0,0.001
Cyprus,CYP,2005,1027662,Others,0,0.001
Cyprus,CYP,2006,1045507,Hydro,0,0.002
Cyprus,CYP,2006,1045507,Solar,0.001,0.002
Cyprus,CYP,2006,1045507,Wind,0,0.002
Cyprus,CYP,2006,1045507,Others,0,0.002
Cyprus,CYP,2007,1063713,Hydro,0,0.003
Cyprus,CYP,2007,1063713,Solar,0.002,0.003
Cyprus,CYP,2007,1063713,Wind,0,0.003
Cyprus,CYP,2007,1063713,Others,0.001,0.003
Cyprus,CYP,2008,1081563,Hydro,0,0.015
Cyprus,CYP,2008,1081563,Solar,0.003,0.015
Cyprus,CYP,2008,1081563,Wind,0,0.015
Cyprus,CYP,2008,1081563,Others,0.012,0.015
Cyprus,CYP,2009,1098083,Hydro,0,0.031
Cyprus,CYP,2009,1098083,Solar,0.004,0.031
Cyprus,CYP,2009,1098083,Wind,0,0.031
Cyprus,CYP,2009,1098083,Others,0.027,0.031
Cyprus,CYP,2010,1112612,Hydro,0,0.073
Cyprus,CYP,2010,1112612,Solar,0.007,0.073
Cyprus,CYP,2010,1112612,Wind,0.031,0.073
Cyprus,CYP,2010,1112612,Others,0.035,0.073
Cyprus,CYP,2011,1124833,Hydro,0,0.178
Cyprus,CYP,2011,1124833,Solar,0.012,0.178
Cyprus,CYP,2011,1124833,Wind,0.114,0.178
Cyprus,CYP,2011,1124833,Others,0.052,0.178
Cyprus,CYP,2012,1135046,Hydro,0,0.257
Cyprus,CYP,2012,1135046,Solar,0.022,0.257
Cyprus,CYP,2012,1135046,Wind,0.185,0.257
Cyprus,CYP,2012,1135046,Others,0.05,0.257
Cyprus,CYP,2013,1143866,Hydro,0,0.327
Cyprus,CYP,2013,1143866,Solar,0.047,0.327
Cyprus,CYP,2013,1143866,Wind,0.231,0.327
Cyprus,CYP,2013,1143866,Others,0.049,0.327
Cyprus,CYP,2014,1152285,Hydro,0,0.318
Cyprus,CYP,2014,1152285,Solar,0.084,0.318
Cyprus,CYP,2014,1152285,Wind,0.184,0.318
Cyprus,CYP,2014,1152285,Others,0.051,0.318
Cyprus,CYP,2015,1160985,Hydro,0,0.4
Cyprus,CYP,2015,1160985,Solar,0.127,0.4
Cyprus,CYP,2015,1160985,Wind,0.222,0.4
Cyprus,CYP,2015,1160985,Others,0.051,0.4
Cyprus,CYP,2016,1170187,Hydro,0,0.425
Cyprus,CYP,2016,1170187,Solar,0.146,0.425
Cyprus,CYP,2016,1170187,Wind,0.227,0.425
Cyprus,CYP,2016,1170187,Others,0.052,0.425
Cyprus,CYP,2017,1179680,Hydro,0,0.435
Cyprus,CYP,2017,1179680,Solar,0.172,0.435
Cyprus,CYP,2017,1179680,Wind,0.211,0.435
Cyprus,CYP,2017,1179680,Others,0.052,0.435
Cyprus,CYP,2018,1189265,Hydro,0,0.464
Cyprus,CYP,2018,1189265,Solar,0.192,0.464
Cyprus,CYP,2018,1189265,Wind,0.221,0.464
Cyprus,CYP,2018,1189265,Others,0.051,0.464
Czech Republic,CZE,1965,9779358,Hydro,2.232,2.232
Czech Republic,CZE,1965,9779358,Solar,0,2.232
Czech Republic,CZE,1965,9779358,Wind,0,2.232
Czech Republic,CZE,1965,9779358,Others,0,2.232
Czech Republic,CZE,1966,9821040,Hydro,2.104,2.104
Czech Republic,CZE,1966,9821040,Solar,0,2.104
Czech Republic,CZE,1966,9821040,Wind,0,2.104
Czech Republic,CZE,1966,9821040,Others,0,2.104
Czech Republic,CZE,1967,9852899,Hydro,1.896,1.896
Czech Republic,CZE,1967,9852899,Solar,0,1.896
Czech Republic,CZE,1967,9852899,Wind,0,1.896
Czech Republic,CZE,1967,9852899,Others,0,1.896
Czech Republic,CZE,1968,9876346,Hydro,1.467,1.467
Czech Republic,CZE,1968,9876346,Solar,0,1.467
Czech Republic,CZE,1968,9876346,Wind,0,1.467
Czech Republic,CZE,1968,9876346,Others,0,1.467
Czech Republic,CZE,1969,9896580,Hydro,1.198,1.198
Czech Republic,CZE,1969,9896580,Solar,0,1.198
