Country,Country_Code,Year,Population,Renewable Source,Terawatt Hours
China,CHN,1997,1230075000,Solar,0.011
China,CHN,1997,1230075000,Wind,0.198
China,CHN,1997,1230075000,Other,2.722
China,CHN,1997,1230075000,Total,198.911
China,CHN,1998,1241935000,Hydro,198.89
China,CHN,1998,1241935000,Solar,0.014
China,CHN,1998,1241935000,Wind,0.356
China,CHN,1998,1241935000,Other,2.48
China,CHN,1998,1241935000,Total,201.74
China,CHN,1999,1252735000,Hydro,196.58
China,CHN,1999,1252735000,Solar,0.017
China,CHN,1999,1252735000,Wind,0.474
China,CHN,1999,1252735000,Other,2.52
China,CHN,1999,1252735000,Total,199.591
China,CHN,2000,1262645000,Hydro,222.41
China,CHN,2000,1262645000,Solar,0.022
China,CHN,2000,1262645000,Wind,0.59
China,CHN,2000,1262645000,Other,2.537
China,CHN,2000,1262645000,Total,225.559
China,CHN,2001,1271850000,Hydro,277.43
China,CHN,2001,1271850000,Solar,0.031
China,CHN,2001,1271850000,Wind,0.719
China,CHN,2001,1271850000,Other,2.554
China,CHN,2001,1271850000,Total,280.734
China,CHN,2002,1280400000,Hydro,287.97
China,CHN,2002,1280400000,Solar,0.048
China,CHN,2002,1280400000,Wind,0.837
China,CHN,2002,1280400000,Other,2.546
China,CHN,2002,1280400000,Total,291.401
China,CHN,2003,1288400000,Hydro,283.68
China,CHN,2003,1288400000,Solar,0.064
China,CHN,2003,1288400000,Wind,0.997
China,CHN,2003,1288400000,Other,2.536
China,CHN,2003,1288400000,Total,287.277
China,CHN,2004,1296075000,Hydro,353.544
China,CHN,2004,1296075000,Solar,0.076
China,CHN,2004,1296075000,Wind,1.278
China,CHN,2004,1296075000,Other,2.528
China,CHN,2004,1296075000,Total,357.426
China,CHN,2005,1303720000,Hydro,397.017
China,CHN,2005,1303720000,Solar,0.084
China,CHN,2005,1303720000,Wind,1.946
China,CHN,2005,1303720000,Other,5.322
China,CHN,2005,1303720000,Total,404.369
China,CHN,2006,1311020000,Hydro,435.786
China,CHN,2006,1311020000,Solar,0.095
China,CHN,2006,1311020000,Wind,3.712
China,CHN,2006,1311020000,Other,7.133
China,CHN,2006,1311020000,Total,446.726
China,CHN,2007,1317885000,Hydro,485.264
China,CHN,2007,1317885000,Solar,0.114
China,CHN,2007,1317885000,Wind,5.479
China,CHN,2007,1317885000,Other,9.863
China,CHN,2007,1317885000,Total,500.72
China,CHN,2008,1324655000,Hydro,636.96
China,CHN,2008,1324655000,Solar,0.152
China,CHN,2008,1324655000,Wind,13.1
China,CHN,2008,1324655000,Other,14.866
China,CHN,2008,1324655000,Total,665.078
China,CHN,2009,1331260000,Hydro,615.64
China,CHN,2009,1331260000,Solar,0.279
China,CHN,2009,1331260000,Wind,27.6
China,CHN,2009,1331260000,Other,20.859
China,CHN,2009,1331260000,Total,664.378
China,CHN,2010,1337705000,Hydro,711.383
China,CHN,2010,1337705000,Solar,0.701
China,CHN,2010,1337705000,Wind,44.622
China,CHN,2010,1337705000,Other,24.9
China,CHN,2010,1337705000,Total,781.606
China,CHN,2011,1344130000,Hydro,688.045
China,CHN,2011,1344130000,Solar,2.61
China,CHN,2011,1344130000,Wind,70.331
China,CHN,2011,1344130000,Other,27.707
China,CHN,2011,1344130000,Total,788.693
China,CHN,2012,1350695000,Hydro,862.794
China,CHN,2012,1350695000,Solar,3.595
China,CHN,2012,1350695000,Wind,95.978
China,CHN,2012,1350695000,Other,30.485
China,CHN,2012,1350695000,Total,992.851
China,CHN,2013,1357380000,Hydro,909.611
China,CHN,2013,1357380000,Solar,8.374
China,CHN,2013,1357380000,Wind,141.197
China,CHN,2013,1357380000,Other,37.286
China,CHN,2013,1357380000,Total,1096.469
China,CHN,2014,1364270000,Hydro,1051.147
China,CHN,2014,1364270000,Solar,23.512
China,CHN,2014,1364270000,Wind,156.078
China,CHN,2014,1364270000,Other,46.422
China,CHN,2014,1364270000,Total,1277.158
China,CHN,2015,1371220000,Hydro,1114.515
China,CHN,2015,1371220000,Solar,43.56
China,CHN,2015,1371220000,Wind,185.766
China,CHN,2015,1371220000,Other,54.07
China,CHN,2015,1371220000,Total,1397.912
China,CHN,2016,1378665000,Hydro,1153.27
China,CHN,2016,1378665000,Solar,61.686
China,CHN,2016,1378665000,Wind,237.071
China,CHN,2016,1378665000,Other,62.135
China,CHN,2016,1378665000,Total,1514.161
China,CHN,2017,1386395000,Hydro,1165.07
China,CHN,2017,1386395000,Solar,117.8
China,CHN,2017,1386395000,Wind,295
China,CHN,2017,1386395000,Other,79.597
China,CHN,2017,1386395000,Total,1657.467
China,CHN,2018,1392730000,Hydro,1202.43
China,CHN,2018,1392730000,Solar,177.5
China,CHN,2018,1392730000,Wind,366
China,CHN,2018,1392730000,Other,90.723
China,CHN,2018,1392730000,Total,1836.653
Colombia,COL,1965,18725245,Hydro,3.544
Colombia,COL,1965,18725245,Solar,0
Colombia,COL,1965,18725245,Wind,0
Colombia,COL,1965,18725245,Other,0
Colombia,COL,1965,18725245,Total,3.544
Colombia,COL,1966,19279740,Hydro,3.937
Colombia,COL,1966,19279740,Solar,0
Colombia,COL,1966,19279740,Wind,0
Colombia,COL,1966,19279740,Other,0
Colombia,COL,1966,19279740,Total,3.937
Colombia,COL,1967,19837510,Hydro,4.389
Colombia,COL,1967,19837510,Solar,0
Colombia,COL,1967,19837510,Wind,0
Colombia,COL,1967,19837510,Other,0
Colombia,COL,1967,19837510,Total,4.389
Colombia,COL,1968,20393699,Hydro,4.891
Colombia,COL,1968,20393699,Solar,0
Colombia,COL,1968,20393699,Wind,0
Colombia,COL,1968,20393699,Other,0
Colombia,COL,1968,20393699,Total,4.891
Colombia,COL,1969,20942456,Hydro,5.438
Colombia,COL,1969,20942456,Solar,0
Colombia,COL,1969,20942456,Wind,0
Colombia,COL,1969,20942456,Other,0
Colombia,COL,1969,20942456,Total,5.438
Colombia,COL,1970,21480065,Hydro,6.053
Colombia,COL,1970,21480065,Solar,0
Colombia,COL,1970,21480065,Wind,0
Colombia,COL,1970,21480065,Other,0
Colombia,COL,1970,21480065,Total,6.053
Colombia,COL,1971,22003980,Hydro,6.423
Colombia,COL,1971,22003980,Solar,0
Colombia,COL,1971,22003980,Wind,0
Colombia,COL,1971,22003980,Other,0
Colombia,COL,1971,22003980,Total,6.423
Colombia,COL,1972,22516425,Hydro,7.115
Colombia,COL,1972,22516425,Solar,0
Colombia,COL,1972,22516425,Wind,0
Colombia,COL,1972,22516425,Other,0
Colombia,COL,1972,22516425,Total,7.115
Colombia,COL,1973,23024517,Hydro,7.743
Colombia,COL,1973,23024517,Solar,0
Colombia,COL,1973,23024517,Wind,0
Colombia,COL,1973,23024517,Other,0
Colombia,COL,1973,23024517,Total,7.743
Colombia,COL,1974,23538386,Hydro,8.792
Colombia,COL,1974,23538386,Solar,0
Colombia,COL,1974,23538386,Wind,0
Colombia,COL,1974,23538386,Other,0
Colombia,COL,1974,23538386,Total,8.792
Colombia,COL,1975,24065507,Hydro,9.732
Colombia,COL,1975,24065507,Solar,0
Colombia,COL,1975,24065507,Wind,0
Colombia,COL,1975,24065507,Other,0.189
Colombia,COL,1975,24065507,Total,9.921
Colombia,COL,1976,24608113,Hydro,10.226
Colombia,COL,1976,24608113,Solar,0
Colombia,COL,1976,24608113,Wind,0
Colombia,COL,1976,24608113,Other,0.202
Colombia,COL,1976,24608113,Total,10.428
Colombia,COL,1977,25164545,Hydro,10.452
Colombia,COL,1977,25164545,Solar,0
Colombia,COL,1977,25164545,Wind,0
Colombia,COL,1977,25164545,Other,0.192
Colombia,COL,1977,25164545,Total,10.644
Colombia,COL,1978,25733673,Hydro,12.071
Colombia,COL,1978,25733673,Solar,0
Colombia,COL,1978,25733673,Wind,0
Colombia,COL,1978,25733673,Other,0.206
Colombia,COL,1978,25733673,Total,12.277
Colombia,COL,1979,26312994,Hydro,13.259
Colombia,COL,1979,26312994,Solar,0
Colombia,COL,1979,26312994,Wind,0
Colombia,COL,1979,26312994,Other,0.216
Colombia,COL,1979,26312994,Total,13.475
Colombia,COL,1980,26900506,Hydro,14.447
Colombia,COL,1980,26900506,Solar,0
Colombia,COL,1980,26900506,Wind,0
Colombia,COL,1980,26900506,Other,0.227
Colombia,COL,1980,26900506,Total,14.674
Colombia,COL,1981,27496617,Hydro,14.265
Colombia,COL,1981,27496617,Solar,0
Colombia,COL,1981,27496617,Wind,0
Colombia,COL,1981,27496617,Other,0.212
Colombia,COL,1981,27496617,Total,14.477
Colombia,COL,1982,28101819,Hydro,15.239
Colombia,COL,1982,28101819,Solar,0
Colombia,COL,1982,28101819,Wind,0
Colombia,COL,1982,28101819,Other,0.231
Colombia,COL,1982,28101819,Total,15.47
Colombia,COL,1983,28714190,Hydro,15.366
Colombia,COL,1983,28714190,Solar,0
Colombia,COL,1983,28714190,Wind,0
Colombia,COL,1983,28714190,Other,0.234
Colombia,COL,1983,28714190,Total,15.6
Colombia,COL,1984,29331238,Hydro,17.14
Colombia,COL,1984,29331238,Solar,0
Colombia,COL,1984,29331238,Wind,0
Colombia,COL,1984,29331238,Other,0.255
Colombia,COL,1984,29331238,Total,17.395
Colombia,COL,1985,29951201,Hydro,18.441
Colombia,COL,1985,29951201,Solar,0
Colombia,COL,1985,29951201,Wind,0
Colombia,COL,1985,29951201,Other,0.267
Colombia,COL,1985,29951201,Total,18.708
Colombia,COL,1986,30572478,Hydro,21.333
Colombia,COL,1986,30572478,Solar,0
Colombia,COL,1986,30572478,Wind,0
Colombia,COL,1986,30572478,Other,0.266
Colombia,COL,1986,30572478,Total,21.599
Colombia,COL,1987,31195413,Hydro,23.248
Colombia,COL,1987,31195413,Solar,0
Colombia,COL,1987,31195413,Wind,0
Colombia,COL,1987,31195413,Other,0.268
Colombia,COL,1987,31195413,Total,23.516
Colombia,COL,1988,31822525,Hydro,24.519
Colombia,COL,1988,31822525,Solar,0
Colombia,COL,1988,31822525,Wind,0
Colombia,COL,1988,31822525,Other,0.274
Colombia,COL,1988,31822525,Total,24.793
Colombia,COL,1989,32457499,Hydro,26.782
Colombia,COL,1989,32457499,Solar,0
Colombia,COL,1989,32457499,Wind,0
Colombia,COL,1989,32457499,Other,0.274
Colombia,COL,1989,32457499,Total,27.056
Colombia,COL,1990,33102575,Hydro,27.496
Colombia,COL,1990,33102575,Solar,0
Colombia,COL,1990,33102575,Wind,0
Colombia,COL,1990,33102575,Other,0.274
Colombia,COL,1990,33102575,Total,27.77
Colombia,COL,1991,33758337,Hydro,27.726
Colombia,COL,1991,33758337,Solar,0
Colombia,COL,1991,33758337,Wind,0
Colombia,COL,1991,33758337,Other,0.269
Colombia,COL,1991,33758337,Total,27.995
Colombia,COL,1992,34422569,Hydro,22.281
Colombia,COL,1992,34422569,Solar,0
Colombia,COL,1992,34422569,Wind,0
Colombia,COL,1992,34422569,Other,0.34
Colombia,COL,1992,34422569,Total,22.621
Colombia,COL,1993,35091275,Hydro,27.856
Colombia,COL,1993,35091275,Solar,0
Colombia,COL,1993,35091275,Wind,0
Colombia,COL,1993,35091275,Other,0.389
Colombia,COL,1993,35091275,Total,28.245
Colombia,COL,1994,35758979,Hydro,32.058
Colombia,COL,1994,35758979,Solar,0
Colombia,COL,1994,35758979,Wind,0
Colombia,COL,1994,35758979,Other,0.444
Colombia,COL,1994,35758979,Total,32.502
Colombia,COL,1995,36421438,Hydro,31.989
Colombia,COL,1995,36421438,Solar,0
Colombia,COL,1995,36421438,Wind,0
Colombia,COL,1995,36421438,Other,0.477
Colombia,COL,1995,36421438,Total,32.466
Colombia,COL,1996,37076387,Hydro,35.288
Colombia,COL,1996,37076387,Solar,0
Colombia,COL,1996,37076387,Wind,0
Colombia,COL,1996,37076387,Other,0.496
Colombia,COL,1996,37076387,Total,35.784
Colombia,COL,1997,37723800,Hydro,31.476
Colombia,COL,1997,37723800,Solar,0
Colombia,COL,1997,37723800,Wind,0
Colombia,COL,1997,37723800,Other,0.483
Colombia,COL,1997,37723800,Total,31.959
Colombia,COL,1998,38364309,Hydro,30.782
Colombia,COL,1998,38364309,Solar,0
Colombia,COL,1998,38364309,Wind,0
Colombia,COL,1998,38364309,Other,0.532
Colombia,COL,1998,38364309,Total,31.314
Colombia,COL,1999,38999471,Hydro,33.701
Colombia,COL,1999,38999471,Solar,0
Colombia,COL,1999,38999471,Wind,0
Colombia,COL,1999,38999471,Other,0.457
Colombia,COL,1999,38999471,Total,34.158
Colombia,COL,2000,39629968,Hydro,30.816
Colombia,COL,2000,39629968,Solar,0.002
Colombia,COL,2000,39629968,Wind,0
Colombia,COL,2000,39629968,Other,0.496
Colombia,COL,2000,39629968,Total,31.314
Colombia,COL,2001,40255967,Hydro,31.633
Colombia,COL,2001,40255967,Solar,0.003
Colombia,COL,2001,40255967,Wind,0
Colombia,COL,2001,40255967,Other,0.496
Colombia,COL,2001,40255967,Total,32.131
Colombia,COL,2002,40875360,Hydro,33.968
Colombia,COL,2002,40875360,Solar,0.005
Colombia,COL,2002,40875360,Wind,0
Colombia,COL,2002,40875360,Other,0.491
Colombia,COL,2002,40875360,Total,34.464
Colombia,COL,2003,41483869,Hydro,36.176
Colombia,COL,2003,41483869,Solar,0.006
Colombia,COL,2003,41483869,Wind,0
Colombia,COL,2003,41483869,Other,0.495
Colombia,COL,2003,41483869,Total,36.678
Colombia,COL,2004,42075955,Hydro,38.33
Colombia,COL,2004,42075955,Solar,0.008
Colombia,COL,2004,42075955,Wind,0.052
Colombia,COL,2004,42075955,Other,0.467
Colombia,COL,2004,42075955,Total,38.857
Colombia,COL,2005,42647723,Hydro,39.221
Colombia,COL,2005,42647723,Solar,0.01
Colombia,COL,2005,42647723,Wind,0.049
Colombia,COL,2005,42647723,Other,0.503
Colombia,COL,2005,42647723,Total,39.783
Colombia,COL,2006,43200897,Hydro,42.558
Colombia,COL,2006,43200897,Solar,0
Colombia,COL,2006,43200897,Wind,0.063
Colombia,COL,2006,43200897,Other,0.52
Colombia,COL,2006,43200897,Total,43.141
Colombia,COL,2007,43737516,Hydro,44.242
Colombia,COL,2007,43737516,Solar,0
Colombia,COL,2007,43737516,Wind,0.05
Colombia,COL,2007,43737516,Other,0.507
Colombia,COL,2007,43737516,Total,44.799
Colombia,COL,2008,44254975,Hydro,46.161
Colombia,COL,2008,44254975,Solar,0
Colombia,COL,2008,44254975,Wind,0.054
Colombia,COL,2008,44254975,Other,0.509
Colombia,COL,2008,44254975,Total,46.724
Colombia,COL,2009,44750054,Hydro,40.837
Colombia,COL,2009,44750054,Solar,0
Colombia,COL,2009,44750054,Wind,0.058
Colombia,COL,2009,44750054,Other,1.003
Colombia,COL,2009,44750054,Total,41.898
Colombia,COL,2010,45222700,Hydro,40.557
Colombia,COL,2010,45222700,Solar,0
Colombia,COL,2010,45222700,Wind,0.039
Colombia,COL,2010,45222700,Other,1.11
Colombia,COL,2010,45222700,Total,41.706
Colombia,COL,2011,45663099,Hydro,48.427
Colombia,COL,2011,45663099,Solar,0
Colombia,COL,2011,45663099,Wind,0.041
Colombia,COL,2011,45663099,Other,1.378
Colombia,COL,2011,45663099,Total,49.847
Colombia,COL,2012,46076848,Hydro,47.582
Colombia,COL,2012,46076848,Solar,0
Colombia,COL,2012,46076848,Wind,0.055
Colombia,COL,2012,46076848,Other,1.476
Colombia,COL,2012,46076848,Total,49.113
Colombia,COL,2013,46497267,Hydro,44.363
Colombia,COL,2013,46497267,Solar,0
Colombia,COL,2013,46497267,Wind,0.058
Colombia,COL,2013,46497267,Other,1.346
Colombia,COL,2013,46497267,Total,45.767
Colombia,COL,2014,46969209,Hydro,44.742
Colombia,COL,2014,46969209,Solar,0
Colombia,COL,2014,46969209,Wind,0.07
Colombia,COL,2014,46969209,Other,1.729
Colombia,COL,2014,46969209,Total,46.541
Colombia,COL,2015,47520667,Hydro,44.682
Colombia,COL,2015,47520667,Solar,0
Colombia,COL,2015,47520667,Wind,0.068
Colombia,COL,2015,47520667,Other,1.823
Colombia,COL,2015,47520667,Total,46.573
Colombia,COL,2016,48171392,Hydro,46.788
Colombia,COL,2016,48171392,Solar,0
Colombia,COL,2016,48171392,Wind,0.051
Colombia,COL,2016,48171392,Other,1.994
Colombia,COL,2016,48171392,Total,48.833
Colombia,COL,2017,48901066,Hydro,57.342
Colombia,COL,2017,48901066,Solar,0
Colombia,COL,2017,48901066,Wind,0.003
Colombia,COL,2017,48901066,Other,1.991
Colombia,COL,2017,48901066,Total,59.336
Colombia,COL,2018,49648685,Hydro,56.647
Colombia,COL,2018,49648685,Solar,0.012
Colombia,COL,2018,49648685,Wind,0.043
Colombia,COL,2018,49648685,Other,2.089
Colombia,COL,2018,49648685,Total,58.791
Croatia,HRV,1990,4777368,Hydro,3.805
Croatia,HRV,1990,4777368,Solar,0
Croatia,HRV,1990,4777368,Wind,0
Croatia,HRV,1990,4777368,Other,0
Croatia,HRV,1990,4777368,Total,3.805
Croatia,HRV,1991,4689022,Hydro,5.881
Croatia,HRV,1991,4689022,Solar,0
Croatia,HRV,1991,4689022,Wind,0
Croatia,HRV,1991,4689022,Other,0
Croatia,HRV,1991,4689022,Total,5.881
Croatia,HRV,1992,4575818,Hydro,4.349
Croatia,HRV,1992,4575818,Solar,0
Croatia,HRV,1992,4575818,Wind,0
Croatia,HRV,1992,4575818,Other,0.006
Croatia,HRV,1992,4575818,Total,4.355
Croatia,HRV,1993,4600463,Hydro,4.55
Croatia,HRV,1993,4600463,Solar,0
Croatia,HRV,1993,4600463,Wind,0
Croatia,HRV,1993,4600463,Other,0.019
Croatia,HRV,1993,4600463,Total,4.569
Croatia,HRV,1994,4652024,Hydro,5.435
Croatia,HRV,1994,4652024,Solar,0
Croatia,HRV,1994,4652024,Wind,0
Croatia,HRV,1994,4652024,Other,0.006
Croatia,HRV,1994,4652024,Total,5.441
Croatia,HRV,1995,4620030,Hydro,5.683
Croatia,HRV,1995,4620030,Solar,0
Croatia,HRV,1995,4620030,Wind,0
Croatia,HRV,1995,4620030,Other,0.005
Croatia,HRV,1995,4620030,Total,5.688
Croatia,HRV,1996,4557097,Hydro,7.863
Croatia,HRV,1996,4557097,Solar,0
Croatia,HRV,1996,4557097,Wind,0
Croatia,HRV,1996,4557097,Other,0.01
Croatia,HRV,1996,4557097,Total,7.873
Croatia,HRV,1997,4534920,Hydro,5.853
Croatia,HRV,1997,4534920,Solar,0
Croatia,HRV,1997,4534920,Wind,0
Croatia,HRV,1997,4534920,Other,0.002
Croatia,HRV,1997,4534920,Total,5.855
Croatia,HRV,1998,4532135,Hydro,6.022
Croatia,HRV,1998,4532135,Solar,0
Croatia,HRV,1998,4532135,Wind,0
Croatia,HRV,1998,4532135,Other,0.005
Croatia,HRV,1998,4532135,Total,6.027
Croatia,HRV,1999,4512597,Hydro,7.327
Croatia,HRV,1999,4512597,Solar,0
Croatia,HRV,1999,4512597,Wind,0
Croatia,HRV,1999,4512597,Other,0.002
Croatia,HRV,1999,4512597,Total,7.329
Croatia,HRV,2000,4468302,Hydro,6.453
Croatia,HRV,2000,4468302,Solar,0
Croatia,HRV,2000,4468302,Wind,0
Croatia,HRV,2000,4468302,Other,0.001
Croatia,HRV,2000,4468302,Total,6.454
Croatia,HRV,2001,4299642,Hydro,7.181
Croatia,HRV,2001,4299642,Solar,0
Croatia,HRV,2001,4299642,Wind,0
Croatia,HRV,2001,4299642,Other,0
Croatia,HRV,2001,4299642,Total,7.181
Croatia,HRV,2002,4302174,Hydro,5.851
Croatia,HRV,2002,4302174,Solar,0
Croatia,HRV,2002,4302174,Wind,0
Croatia,HRV,2002,4302174,Other,0
Croatia,HRV,2002,4302174,Total,5.851
Croatia,HRV,2003,4303399,Hydro,5.458
Croatia,HRV,2003,4303399,Solar,0
Croatia,HRV,2003,4303399,Wind,0
Croatia,HRV,2003,4303399,Other,0
Croatia,HRV,2003,4303399,Total,5.458
Croatia,HRV,2004,4304600,Hydro,7.627
Croatia,HRV,2004,4304600,Solar,0
Croatia,HRV,2004,4304600,Wind,0.002
Croatia,HRV,2004,4304600,Other,0.004
Croatia,HRV,2004,4304600,Total,7.633
Croatia,HRV,2005,4310145,Hydro,7.036
Croatia,HRV,2005,4310145,Solar,0
Croatia,HRV,2005,4310145,Wind,0.01
Croatia,HRV,2005,4310145,Other,0.014
Croatia,HRV,2005,4310145,Total,7.06
Croatia,HRV,2006,4311159,Hydro,6.617
Croatia,HRV,2006,4311159,Solar,0
Croatia,HRV,2006,4311159,Wind,0.019
Croatia,HRV,2006,4311159,Other,0.011
Croatia,HRV,2006,4311159,Total,6.647
Croatia,HRV,2007,4310217,Hydro,4.7
Croatia,HRV,2007,4310217,Solar,0
Croatia,HRV,2007,4310217,Wind,0.035
Croatia,HRV,2007,4310217,Other,0.007
Croatia,HRV,2007,4310217,Total,4.742
Croatia,HRV,2008,4309705,Hydro,5.781
Croatia,HRV,2008,4309705,Solar,0
Croatia,HRV,2008,4309705,Wind,0.04
Croatia,HRV,2008,4309705,Other,0.021
Croatia,HRV,2008,4309705,Total,5.842
Croatia,HRV,2009,4305181,Hydro,7.409
Croatia,HRV,2009,4305181,Solar,0
Croatia,HRV,2009,4305181,Wind,0.054
Croatia,HRV,2009,4305181,Other,0.025
Croatia,HRV,2009,4305181,Total,7.488
Croatia,HRV,2010,4295427,Hydro,9.126
Croatia,HRV,2010,4295427,Solar,0
Croatia,HRV,2010,4295427,Wind,0.139
Croatia,HRV,2010,4295427,Other,0.033
Croatia,HRV,2010,4295427,Total,9.298
Croatia,HRV,2011,4280622,Hydro,5.033
Croatia,HRV,2011,4280622,Solar,0
Croatia,HRV,2011,4280622,Wind,0.201
Croatia,HRV,2011,4280622,Other,0.055
Croatia,HRV,2011,4280622,Total,5.289
Croatia,HRV,2012,4267558,Hydro,4.837
Croatia,HRV,2012,4267558,Solar,0.002
Croatia,HRV,2012,4267558,Wind,0.329
Croatia,HRV,2012,4267558,Other,0.094
Croatia,HRV,2012,4267558,Total,5.262
Croatia,HRV,2013,4255689,Hydro,8.622
Croatia,HRV,2013,4255689,Solar,0.011
Croatia,HRV,2013,4255689,Wind,0.517
Croatia,HRV,2013,4255689,Other,0.125
Croatia,HRV,2013,4255689,Total,9.275
Croatia,HRV,2014,4238389,Hydro,9.007
Croatia,HRV,2014,4238389,Solar,0.035
Croatia,HRV,2014,4238389,Wind,0.73
Croatia,HRV,2014,4238389,Other,0.165
Croatia,HRV,2014,4238389,Total,9.937
Croatia,HRV,2015,4203604,Hydro,6.391
Croatia,HRV,2015,4203604,Solar,0.057
Croatia,HRV,2015,4203604,Wind,0.796
Croatia,HRV,2015,4203604,Other,0.266
Croatia,HRV,2015,4203604,Total,7.51
Croatia,HRV,2016,4174349,Hydro,6.853
Croatia,HRV,2016,4174349,Solar,0.066
Croatia,HRV,2016,4174349,Wind,1.014
Croatia,HRV,2016,4174349,Other,0.431
Croatia,HRV,2016,4174349,Total,8.364
Croatia,HRV,2017,4124531,Hydro,5.307
Croatia,HRV,2017,4124531,Solar,0.079
Croatia,HRV,2017,4124531,Wind,1.204
Croatia,HRV,2017,4124531,Other,0.526
Croatia,HRV,2017,4124531,Total,7.116
Croatia,HRV,2018,4087843,Hydro,7.513
Croatia,HRV,2018,4087843,Solar,0.074
Croatia,HRV,2018,4087843,Wind,1.379
Croatia,HRV,2018,4087843,Other,0.683
Croatia,HRV,2018,4087843,Total,9.648
Cyprus,CYP,1965,580966,Hydro,0
Cyprus,CYP,1965,580966,Solar,0
Cyprus,CYP,1965,580966,Wind,0
Cyprus,CYP,1965,580966,Other,0
Cyprus,CYP,1965,580966,Total,0
Cyprus,CYP,1966,585309,Hydro,0
Cyprus,CYP,1966,585309,Solar,0
Cyprus,CYP,1966,585309,Wind,0
Cyprus,CYP,1966,585309,Other,0
Cyprus,CYP,1966,585309,Total,0
Cyprus,CYP,1967,591308,Hydro,0
Cyprus,CYP,1967,591308,Solar,0
Cyprus,CYP,1967,591308,Wind,0
Cyprus,CYP,1967,591308,Other,0
Cyprus,CYP,1967,591308,Total,0
Cyprus,CYP,1968,598495,Hydro,0
Cyprus,CYP,1968,598495,Solar,0
Cyprus,CYP,1968,598495,Wind,0
Cyprus,CYP,1968,598495,Other,0
Cyprus,CYP,1968,598495,Total,0
Cyprus,CYP,1969,606116,Hydro,0
Cyprus,CYP,1969,606116,Solar,0
Cyprus,CYP,1969,606116,Wind,0
Cyprus,CYP,1969,606116,Other,0
Cyprus,CYP,1969,606116,Total,0
Cyprus,CYP,1970,613618,Hydro,0
Cyprus,CYP,1970,613618,Solar,0
Cyprus,CYP,1970,613618,Wind,0
Cyprus,CYP,1970,613618,Other,0
Cyprus,CYP,1970,613618,Total,0
Cyprus,CYP,1971,620859,Hydro,0
Cyprus,CYP,1971,620859,Solar,0
Cyprus,CYP,1971,620859,Wind,0
Cyprus,CYP,1971,620859,Other,0
Cyprus,CYP,1971,620859,Total,0
Cyprus,CYP,1972,627998,Hydro,0
Cyprus,CYP,1972,627998,Solar,0
Cyprus,CYP,1972,627998,Wind,0
Cyprus,CYP,1972,627998,Other,0
Cyprus,CYP,1972,627998,Total,0
Cyprus,CYP,1973,635107,Hydro,0
Cyprus,CYP,1973,635107,Solar,0
Cyprus,CYP,1973,635107,Wind,0
Cyprus,CYP,1973,635107,Other,0
Cyprus,CYP,1973,635107,Total,0
Cyprus,CYP,1974,642332,Hydro,0
Cyprus,CYP,1974,642332,Solar,0
Cyprus,CYP,1974,642332,Wind,0
Cyprus,CYP,1974,642332,Other,0
Cyprus,CYP,1974,642332,Total,0
Cyprus,CYP,1975,649751,Hydro,0
Cyprus,CYP,1975,649751,Solar,0
Cyprus,CYP,1975,649751,Wind,0
Cyprus,CYP,1975,649751,Other,0
Cyprus,CYP,1975,649751,Total,0
Cyprus,CYP,1976,657527,Hydro,0
Cyprus,CYP,1976,657527,Solar,0
Cyprus,CYP,1976,657527,Wind,0
Cyprus,CYP,1976,657527,Other,0
Cyprus,CYP,1976,657527,Total,0
Cyprus,CYP,1977,665525,Hydro,0
Cyprus,CYP,1977,665525,Solar,0
Cyprus,CYP,1977,665525,Wind,0
Cyprus,CYP,1977,665525,Other,0
Cyprus,CYP,1977,665525,Total,0
Cyprus,CYP,1978,673247,Hydro,0
Cyprus,CYP,1978,673247,Solar,0
Cyprus,CYP,1978,673247,Wind,0
Cyprus,CYP,1978,673247,Other,0
Cyprus,CYP,1978,673247,Total,0
Cyprus,CYP,1979,680005,Hydro,0
Cyprus,CYP,1979,680005,Solar,0
Cyprus,CYP,1979,680005,Wind,0
Cyprus,CYP,1979,680005,Other,0
Cyprus,CYP,1979,680005,Total,0
Cyprus,CYP,1980,685405,Hydro,0
Cyprus,CYP,1980,685405,Solar,0
Cyprus,CYP,1980,685405,Wind,0
Cyprus,CYP,1980,685405,Other,0
Cyprus,CYP,1980,685405,Total,0
Cyprus,CYP,1981,689173,Hydro,0
Cyprus,CYP,1981,689173,Solar,0
Cyprus,CYP,1981,689173,Wind,0
Cyprus,CYP,1981,689173,Other,0
Cyprus,CYP,1981,689173,Total,0
Cyprus,CYP,1982,691702,Hydro,0
Cyprus,CYP,1982,691702,Solar,0
Cyprus,CYP,1982,691702,Wind,0
Cyprus,CYP,1982,691702,Other,0
Cyprus,CYP,1982,691702,Total,0
Cyprus,CYP,1983,694077,Hydro,0
Cyprus,CYP,1983,694077,Solar,0
Cyprus,CYP,1983,694077,Wind,0
Cyprus,CYP,1983,694077,Other,0
Cyprus,CYP,1983,694077,Total,0
Cyprus,CYP,1984,697714,Hydro,0
Cyprus,CYP,1984,697714,Solar,0
Cyprus,CYP,1984,697714,Wind,0
Cyprus,CYP,1984,697714,Other,0
Cyprus,CYP,1984,697714,Total,0
Cyprus,CYP,1985,703685,Hydro,0
Cyprus,CYP,1985,703685,Solar,0
Cyprus,CYP,1985,703685,Wind,0
