Entity,Code,Year,Renewable.Source,Terawatt.Hours
Oman,OMN,1981,Solar,0
Oman,OMN,1981,Wind,0
Oman,OMN,1981,Others,0
Oman,OMN,1982,Hydro,0
Oman,OMN,1982,Solar,0
Oman,OMN,1982,Wind,0
Oman,OMN,1982,Others,0
Oman,OMN,1983,Hydro,0
Oman,OMN,1983,Solar,0
Oman,OMN,1983,Wind,0
Oman,OMN,1983,Others,0
Oman,OMN,1984,Hydro,0
Oman,OMN,1984,Solar,0
Oman,OMN,1984,Wind,0
Oman,OMN,1984,Others,0
Oman,OMN,1985,Hydro,0
Oman,OMN,1985,Solar,0
Oman,OMN,1985,Wind,0
Oman,OMN,1985,Others,0
Oman,OMN,1986,Hydro,0
Oman,OMN,1986,Solar,0
Oman,OMN,1986,Wind,0
Oman,OMN,1986,Others,0
Oman,OMN,1987,Hydro,0
Oman,OMN,1987,Solar,0
Oman,OMN,1987,Wind,0
Oman,OMN,1987,Others,0
Oman,OMN,1988,Hydro,0
Oman,OMN,1988,Solar,0
Oman,OMN,1988,Wind,0
Oman,OMN,1988,Others,0
Oman,OMN,1989,Hydro,0
Oman,OMN,1989,Solar,0
Oman,OMN,1989,Wind,0
Oman,OMN,1989,Others,0
Oman,OMN,1990,Hydro,0
Oman,OMN,1990,Solar,0
Oman,OMN,1990,Wind,0
Oman,OMN,1990,Others,0
Oman,OMN,1991,Hydro,0
Oman,OMN,1991,Solar,0
Oman,OMN,1991,Wind,0
Oman,OMN,1991,Others,0
Oman,OMN,1992,Hydro,0
Oman,OMN,1992,Solar,0
Oman,OMN,1992,Wind,0
Oman,OMN,1992,Others,0
Oman,OMN,1993,Hydro,0
Oman,OMN,1993,Solar,0
Oman,OMN,1993,Wind,0
Oman,OMN,1993,Others,0
Oman,OMN,1994,Hydro,0
Oman,OMN,1994,Solar,0
Oman,OMN,1994,Wind,0
Oman,OMN,1994,Others,0
Oman,OMN,1995,Hydro,0
Oman,OMN,1995,Solar,0
Oman,OMN,1995,Wind,0
Oman,OMN,1995,Others,0
Oman,OMN,1996,Hydro,0
Oman,OMN,1996,Solar,0
Oman,OMN,1996,Wind,0
Oman,OMN,1996,Others,0
Oman,OMN,1997,Hydro,0
Oman,OMN,1997,Solar,0
Oman,OMN,1997,Wind,0
Oman,OMN,1997,Others,0
Oman,OMN,1998,Hydro,0
Oman,OMN,1998,Solar,0
Oman,OMN,1998,Wind,0
Oman,OMN,1998,Others,0
Oman,OMN,1999,Hydro,0
Oman,OMN,1999,Solar,0
Oman,OMN,1999,Wind,0
Oman,OMN,1999,Others,0
Oman,OMN,2000,Hydro,0
Oman,OMN,2000,Solar,0
Oman,OMN,2000,Wind,0
Oman,OMN,2000,Others,0
Oman,OMN,2001,Hydro,0
Oman,OMN,2001,Solar,0
Oman,OMN,2001,Wind,0
Oman,OMN,2001,Others,0
Oman,OMN,2002,Hydro,0
Oman,OMN,2002,Solar,0
Oman,OMN,2002,Wind,0
Oman,OMN,2002,Others,0
Oman,OMN,2003,Hydro,0
Oman,OMN,2003,Solar,0
Oman,OMN,2003,Wind,0
Oman,OMN,2003,Others,0
Oman,OMN,2004,Hydro,0
Oman,OMN,2004,Solar,0
Oman,OMN,2004,Wind,0
Oman,OMN,2004,Others,0
Oman,OMN,2005,Hydro,0
Oman,OMN,2005,Solar,0
Oman,OMN,2005,Wind,0
Oman,OMN,2005,Others,0
Oman,OMN,2006,Hydro,0
Oman,OMN,2006,Solar,0
Oman,OMN,2006,Wind,0
Oman,OMN,2006,Others,0
Oman,OMN,2007,Hydro,0
Oman,OMN,2007,Solar,0
Oman,OMN,2007,Wind,0
Oman,OMN,2007,Others,0
Oman,OMN,2008,Hydro,0
Oman,OMN,2008,Solar,0
Oman,OMN,2008,Wind,0
Oman,OMN,2008,Others,0
Oman,OMN,2009,Hydro,0
Oman,OMN,2009,Solar,0
Oman,OMN,2009,Wind,0
Oman,OMN,2009,Others,0
Oman,OMN,2010,Hydro,0
Oman,OMN,2010,Solar,0
Oman,OMN,2010,Wind,0
Oman,OMN,2010,Others,0
Oman,OMN,2011,Hydro,0
Oman,OMN,2011,Solar,0
Oman,OMN,2011,Wind,0
Oman,OMN,2011,Others,0
Oman,OMN,2012,Hydro,0
Oman,OMN,2012,Solar,0
Oman,OMN,2012,Wind,0
Oman,OMN,2012,Others,0
Oman,OMN,2013,Hydro,0
Oman,OMN,2013,Solar,0.001
Oman,OMN,2013,Wind,0
Oman,OMN,2013,Others,0
Oman,OMN,2014,Hydro,0
Oman,OMN,2014,Solar,0.001
Oman,OMN,2014,Wind,0
Oman,OMN,2014,Others,0
Oman,OMN,2015,Hydro,0
Oman,OMN,2015,Solar,0.004
Oman,OMN,2015,Wind,0
Oman,OMN,2015,Others,0
Oman,OMN,2016,Hydro,0
Oman,OMN,2016,Solar,0.004
Oman,OMN,2016,Wind,0
Oman,OMN,2016,Others,0
Oman,OMN,2017,Hydro,0
Oman,OMN,2017,Solar,0.009
Oman,OMN,2017,Wind,0
Oman,OMN,2017,Others,0
Oman,OMN,2018,Hydro,0
Oman,OMN,2018,Solar,0.014
Oman,OMN,2018,Wind,0
Oman,OMN,2018,Others,0
Pakistan,PAK,1965,Hydro,2.196
Pakistan,PAK,1965,Solar,0
Pakistan,PAK,1965,Wind,0
Pakistan,PAK,1965,Others,0
Pakistan,PAK,1966,Hydro,2.196
Pakistan,PAK,1966,Solar,0
Pakistan,PAK,1966,Wind,0
Pakistan,PAK,1966,Others,0
Pakistan,PAK,1967,Hydro,2.603
Pakistan,PAK,1967,Solar,0
Pakistan,PAK,1967,Wind,0
Pakistan,PAK,1967,Others,0
Pakistan,PAK,1968,Hydro,3.129
Pakistan,PAK,1968,Solar,0
Pakistan,PAK,1968,Wind,0
Pakistan,PAK,1968,Others,0
Pakistan,PAK,1969,Hydro,3.301
Pakistan,PAK,1969,Solar,0
Pakistan,PAK,1969,Wind,0
Pakistan,PAK,1969,Others,0
Pakistan,PAK,1970,Hydro,2.921
Pakistan,PAK,1970,Solar,0
Pakistan,PAK,1970,Wind,0
Pakistan,PAK,1970,Others,0
Pakistan,PAK,1971,Hydro,3.814
Pakistan,PAK,1971,Solar,0
Pakistan,PAK,1971,Wind,0
Pakistan,PAK,1971,Others,0
Pakistan,PAK,1972,Hydro,4.013
Pakistan,PAK,1972,Solar,0
Pakistan,PAK,1972,Wind,0
Pakistan,PAK,1972,Others,0
Pakistan,PAK,1973,Hydro,4.234
Pakistan,PAK,1973,Solar,0
Pakistan,PAK,1973,Wind,0
Pakistan,PAK,1973,Others,0
Pakistan,PAK,1974,Hydro,4.256
Pakistan,PAK,1974,Solar,0
Pakistan,PAK,1974,Wind,0
Pakistan,PAK,1974,Others,0
Pakistan,PAK,1975,Hydro,4.897
Pakistan,PAK,1975,Solar,0
Pakistan,PAK,1975,Wind,0
Pakistan,PAK,1975,Others,0
Pakistan,PAK,1976,Hydro,5.317
Pakistan,PAK,1976,Solar,0
Pakistan,PAK,1976,Wind,0
Pakistan,PAK,1976,Others,0
Pakistan,PAK,1977,Hydro,6.315
Pakistan,PAK,1977,Solar,0
Pakistan,PAK,1977,Wind,0
Pakistan,PAK,1977,Others,0
Pakistan,PAK,1978,Hydro,7.84
Pakistan,PAK,1978,Solar,0
Pakistan,PAK,1978,Wind,0
Pakistan,PAK,1978,Others,0
Pakistan,PAK,1979,Hydro,8.476
Pakistan,PAK,1979,Solar,0
Pakistan,PAK,1979,Wind,0
Pakistan,PAK,1979,Others,0
Pakistan,PAK,1980,Hydro,8.887
Pakistan,PAK,1980,Solar,0
Pakistan,PAK,1980,Wind,0
Pakistan,PAK,1980,Others,0
Pakistan,PAK,1981,Hydro,9.281
Pakistan,PAK,1981,Solar,0
Pakistan,PAK,1981,Wind,0
Pakistan,PAK,1981,Others,0
Pakistan,PAK,1982,Hydro,10.443
Pakistan,PAK,1982,Solar,0
Pakistan,PAK,1982,Wind,0
Pakistan,PAK,1982,Others,0
Pakistan,PAK,1983,Hydro,12.096
Pakistan,PAK,1983,Solar,0
Pakistan,PAK,1983,Wind,0
Pakistan,PAK,1983,Others,0
Pakistan,PAK,1984,Hydro,12.538
Pakistan,PAK,1984,Solar,0
Pakistan,PAK,1984,Wind,0
Pakistan,PAK,1984,Others,0
Pakistan,PAK,1985,Hydro,13.024
Pakistan,PAK,1985,Solar,0
Pakistan,PAK,1985,Wind,0
Pakistan,PAK,1985,Others,0
Pakistan,PAK,1986,Hydro,12.454
Pakistan,PAK,1986,Solar,0
Pakistan,PAK,1986,Wind,0
Pakistan,PAK,1986,Others,0
Pakistan,PAK,1987,Hydro,16.374
Pakistan,PAK,1987,Solar,0
Pakistan,PAK,1987,Wind,0
Pakistan,PAK,1987,Others,0
Pakistan,PAK,1988,Hydro,17.165
Pakistan,PAK,1988,Solar,0
Pakistan,PAK,1988,Wind,0
Pakistan,PAK,1988,Others,0
Pakistan,PAK,1989,Hydro,17.443
Pakistan,PAK,1989,Solar,0
Pakistan,PAK,1989,Wind,0
Pakistan,PAK,1989,Others,0
Pakistan,PAK,1990,Hydro,17.085
Pakistan,PAK,1990,Solar,0
Pakistan,PAK,1990,Wind,0
Pakistan,PAK,1990,Others,0
Pakistan,PAK,1991,Hydro,18.283
Pakistan,PAK,1991,Solar,0
Pakistan,PAK,1991,Wind,0
Pakistan,PAK,1991,Others,0
Pakistan,PAK,1992,Hydro,19.945
Pakistan,PAK,1992,Solar,0
Pakistan,PAK,1992,Wind,0
Pakistan,PAK,1992,Others,0
Pakistan,PAK,1993,Hydro,21.933
Pakistan,PAK,1993,Solar,0
Pakistan,PAK,1993,Wind,0
Pakistan,PAK,1993,Others,0
Pakistan,PAK,1994,Hydro,21.527
Pakistan,PAK,1994,Solar,0
Pakistan,PAK,1994,Wind,0
Pakistan,PAK,1994,Others,0
Pakistan,PAK,1995,Hydro,22.747
Pakistan,PAK,1995,Solar,0
Pakistan,PAK,1995,Wind,0
Pakistan,PAK,1995,Others,0
Pakistan,PAK,1996,Hydro,24.797
Pakistan,PAK,1996,Solar,0
Pakistan,PAK,1996,Wind,0
Pakistan,PAK,1996,Others,0
Pakistan,PAK,1997,Hydro,18.447
Pakistan,PAK,1997,Solar,0
Pakistan,PAK,1997,Wind,0
Pakistan,PAK,1997,Others,0
Pakistan,PAK,1998,Hydro,24.108
Pakistan,PAK,1998,Solar,0
Pakistan,PAK,1998,Wind,0
Pakistan,PAK,1998,Others,0
Pakistan,PAK,1999,Hydro,21.505
Pakistan,PAK,1999,Solar,0
Pakistan,PAK,1999,Wind,0
Pakistan,PAK,1999,Others,0
Pakistan,PAK,2000,Hydro,17.558
Pakistan,PAK,2000,Solar,0
Pakistan,PAK,2000,Wind,0
Pakistan,PAK,2000,Others,0.927
Pakistan,PAK,2001,Hydro,18.292
Pakistan,PAK,2001,Solar,0
Pakistan,PAK,2001,Wind,0
Pakistan,PAK,2001,Others,0.872
Pakistan,PAK,2002,Hydro,20.418
Pakistan,PAK,2002,Solar,0
Pakistan,PAK,2002,Wind,0
Pakistan,PAK,2002,Others,0.961
Pakistan,PAK,2003,Hydro,24.598
Pakistan,PAK,2003,Solar,0
Pakistan,PAK,2003,Wind,0
Pakistan,PAK,2003,Others,1.041
Pakistan,PAK,2004,Hydro,26.216
Pakistan,PAK,2004,Solar,0
Pakistan,PAK,2004,Wind,0
Pakistan,PAK,2004,Others,1.076
Pakistan,PAK,2005,Hydro,30.699
Pakistan,PAK,2005,Solar,0
Pakistan,PAK,2005,Wind,0
Pakistan,PAK,2005,Others,0.945
Pakistan,PAK,2006,Hydro,30.247
Pakistan,PAK,2006,Solar,0
Pakistan,PAK,2006,Wind,0
Pakistan,PAK,2006,Others,0.893
Pakistan,PAK,2007,Hydro,31.622
Pakistan,PAK,2007,Solar,0
Pakistan,PAK,2007,Wind,0
Pakistan,PAK,2007,Others,1.104
Pakistan,PAK,2008,Hydro,26.964
Pakistan,PAK,2008,Solar,0.002
Pakistan,PAK,2008,Wind,0.011
Pakistan,PAK,2008,Others,1.297
Pakistan,PAK,2009,Hydro,28.18
Pakistan,PAK,2009,Solar,0.005
Pakistan,PAK,2009,Wind,0.011
Pakistan,PAK,2009,Others,1.019
Pakistan,PAK,2010,Hydro,29.475
Pakistan,PAK,2010,Solar,0.013
Pakistan,PAK,2010,Wind,0.011
Pakistan,PAK,2010,Others,1.006
Pakistan,PAK,2011,Hydro,30.57
Pakistan,PAK,2011,Solar,0.027
Pakistan,PAK,2011,Wind,0.011
Pakistan,PAK,2011,Others,1.125
Pakistan,PAK,2012,Hydro,29.477
Pakistan,PAK,2012,Solar,0.066
Pakistan,PAK,2012,Wind,0.098
Pakistan,PAK,2012,Others,1.186
Pakistan,PAK,2013,Hydro,31.151
Pakistan,PAK,2013,Solar,0.144
Pakistan,PAK,2013,Wind,0.263
Pakistan,PAK,2013,Others,1.389
Pakistan,PAK,2014,Hydro,32.444
Pakistan,PAK,2014,Solar,0.238
Pakistan,PAK,2014,Wind,0.459
Pakistan,PAK,2014,Others,1.31
Pakistan,PAK,2015,Hydro,32.898
Pakistan,PAK,2015,Solar,0.33
Pakistan,PAK,2015,Wind,0.54
Pakistan,PAK,2015,Others,1.363
Pakistan,PAK,2016,Hydro,34.587
Pakistan,PAK,2016,Solar,0.59
Pakistan,PAK,2016,Wind,0.786
Pakistan,PAK,2016,Others,1.506
Pakistan,PAK,2017,Hydro,30.479
Pakistan,PAK,2017,Solar,1.059
Pakistan,PAK,2017,Wind,1.204
Pakistan,PAK,2017,Others,1.622
Pakistan,PAK,2018,Hydro,35.997
Pakistan,PAK,2018,Solar,2.123
Pakistan,PAK,2018,Wind,1.723
Pakistan,PAK,2018,Others,1.668
Peru,PER,1965,Hydro,2.63
Peru,PER,1965,Solar,0
Peru,PER,1965,Wind,0
Peru,PER,1965,Others,0
Peru,PER,1966,Hydro,2.824
Peru,PER,1966,Solar,0
Peru,PER,1966,Wind,0
Peru,PER,1966,Others,0
Peru,PER,1967,Hydro,3.164
Peru,PER,1967,Solar,0
Peru,PER,1967,Wind,0
Peru,PER,1967,Others,0
Peru,PER,1968,Hydro,3.394
Peru,PER,1968,Solar,0
Peru,PER,1968,Wind,0
Peru,PER,1968,Others,0
Peru,PER,1969,Hydro,3.699
Peru,PER,1969,Solar,0
Peru,PER,1969,Wind,0
Peru,PER,1969,Others,0
Peru,PER,1970,Hydro,3.827
Peru,PER,1970,Solar,0
Peru,PER,1970,Wind,0
Peru,PER,1970,Others,0
Peru,PER,1971,Hydro,4.278
Peru,PER,1971,Solar,0
Peru,PER,1971,Wind,0
Peru,PER,1971,Others,0.227
Peru,PER,1972,Hydro,4.441
Peru,PER,1972,Solar,0
Peru,PER,1972,Wind,0
Peru,PER,1972,Others,0.227
Peru,PER,1973,Hydro,4.769
Peru,PER,1973,Solar,0
Peru,PER,1973,Wind,0
Peru,PER,1973,Others,0.23
Peru,PER,1974,Hydro,5.224
Peru,PER,1974,Solar,0
Peru,PER,1974,Wind,0
Peru,PER,1974,Others,0.266
Peru,PER,1975,Hydro,5.467
Peru,PER,1975,Solar,0
Peru,PER,1975,Wind,0
Peru,PER,1975,Others,0.266
Peru,PER,1976,Hydro,5.803
Peru,PER,1976,Solar,0
Peru,PER,1976,Wind,0
Peru,PER,1976,Others,0.245
Peru,PER,1977,Hydro,6.024
Peru,PER,1977,Solar,0
Peru,PER,1977,Wind,0
Peru,PER,1977,Others,0.242
Peru,PER,1978,Hydro,6.2
Peru,PER,1978,Solar,0
Peru,PER,1978,Wind,0
Peru,PER,1978,Others,0.215
Peru,PER,1979,Hydro,6.7
Peru,PER,1979,Solar,0
Peru,PER,1979,Wind,0
Peru,PER,1979,Others,0.163
Peru,PER,1980,Hydro,7.014
Peru,PER,1980,Solar,0
Peru,PER,1980,Wind,0
Peru,PER,1980,Others,0.085
Peru,PER,1981,Hydro,8.004
Peru,PER,1981,Solar,0
Peru,PER,1981,Wind,0
Peru,PER,1981,Others,0.076
Peru,PER,1982,Hydro,8.397
Peru,PER,1982,Solar,0
Peru,PER,1982,Wind,0
Peru,PER,1982,Others,0.151
Peru,PER,1983,Hydro,8.118
Peru,PER,1983,Solar,0
Peru,PER,1983,Wind,0
Peru,PER,1983,Others,0.145
Peru,PER,1984,Hydro,8.569
Peru,PER,1984,Solar,0
Peru,PER,1984,Wind,0
Peru,PER,1984,Others,0.142
Peru,PER,1985,Hydro,9.382
Peru,PER,1985,Solar,0
Peru,PER,1985,Wind,0
Peru,PER,1985,Others,0.169
Peru,PER,1986,Hydro,10.06
Peru,PER,1986,Solar,0
Peru,PER,1986,Wind,0
Peru,PER,1986,Others,0.154
Peru,PER,1987,Hydro,10.878
Peru,PER,1987,Solar,0
Peru,PER,1987,Wind,0
Peru,PER,1987,Others,0.136
Peru,PER,1988,Hydro,10.423
Peru,PER,1988,Solar,0
Peru,PER,1988,Wind,0
Peru,PER,1988,Others,0.136
Peru,PER,1989,Hydro,10.507
Peru,PER,1989,Solar,0
Peru,PER,1989,Wind,0
Peru,PER,1989,Others,0.145
Peru,PER,1990,Hydro,10.469
Peru,PER,1990,Solar,0
Peru,PER,1990,Wind,0
Peru,PER,1990,Others,0.136
Peru,PER,1991,Hydro,11.492
Peru,PER,1991,Solar,0
Peru,PER,1991,Wind,0
Peru,PER,1991,Others,0.133
Peru,PER,1992,Hydro,9.689
Peru,PER,1992,Solar,0
Peru,PER,1992,Wind,0
Peru,PER,1992,Others,0.133
Peru,PER,1993,Hydro,11.799
Peru,PER,1993,Solar,0
Peru,PER,1993,Wind,0
Peru,PER,1993,Others,0.109
Peru,PER,1994,Hydro,12.747
Peru,PER,1994,Solar,0
Peru,PER,1994,Wind,0
Peru,PER,1994,Others,0.119
Peru,PER,1995,Hydro,12.938
Peru,PER,1995,Solar,0
Peru,PER,1995,Wind,0
Peru,PER,1995,Others,0.142
Peru,PER,1996,Hydro,13.324
Peru,PER,1996,Solar,0
Peru,PER,1996,Wind,0
Peru,PER,1996,Others,0.137
Peru,PER,1997,Hydro,13.214
Peru,PER,1997,Solar,0
Peru,PER,1997,Wind,0.001
Peru,PER,1997,Others,0.154
Peru,PER,1998,Hydro,13.808
Peru,PER,1998,Solar,0
Peru,PER,1998,Wind,0
Peru,PER,1998,Others,0.126
Peru,PER,1999,Hydro,14.541
Peru,PER,1999,Solar,0
Peru,PER,1999,Wind,0.001
Peru,PER,1999,Others,0.139
Peru,PER,2000,Hydro,16.176
Peru,PER,2000,Solar,0
Peru,PER,2000,Wind,0.001
Peru,PER,2000,Others,0.158
Peru,PER,2001,Hydro,17.615
Peru,PER,2001,Solar,0
Peru,PER,2001,Wind,0.001
Peru,PER,2001,Others,0.163
Peru,PER,2002,Hydro,18.04
Peru,PER,2002,Solar,0
Peru,PER,2002,Wind,0.001
Peru,PER,2002,Others,0.186
Peru,PER,2003,Hydro,18.534
Peru,PER,2003,Solar,0
Peru,PER,2003,Wind,0.001
Peru,PER,2003,Others,0.196
Peru,PER,2004,Hydro,17.525
Peru,PER,2004,Solar,0
Peru,PER,2004,Wind,0.001
Peru,PER,2004,Others,0.153
Peru,PER,2005,Hydro,17.977
Peru,PER,2005,Solar,0
Peru,PER,2005,Wind,0.001
Peru,PER,2005,Others,0.348
Peru,PER,2006,Hydro,19.594
Peru,PER,2006,Solar,0
Peru,PER,2006,Wind,0.001
Peru,PER,2006,Others,0.348
Peru,PER,2007,Hydro,19.549
Peru,PER,2007,Solar,0
Peru,PER,2007,Wind,0.001
Peru,PER,2007,Others,0.417
Peru,PER,2008,Hydro,19.06
Peru,PER,2008,Solar,0
Peru,PER,2008,Wind,0.001
Peru,PER,2008,Others,0.46
Peru,PER,2009,Hydro,19.904
Peru,PER,2009,Solar,0
Peru,PER,2009,Wind,0.001
Peru,PER,2009,Others,0.46
Peru,PER,2010,Hydro,20.052
Peru,PER,2010,Solar,0
Peru,PER,2010,Wind,0.001
Peru,PER,2010,Others,0.673
Peru,PER,2011,Hydro,21.557
Peru,PER,2011,Solar,0
Peru,PER,2011,Wind,0.001
Peru,PER,2011,Others,0.675
Peru,PER,2012,Hydro,22.032
Peru,PER,2012,Solar,0.06
Peru,PER,2012,Wind,0.001
Peru,PER,2012,Others,0.668
Peru,PER,2013,Hydro,22.32
Peru,PER,2013,Solar,0.197
Peru,PER,2013,Wind,0.001
Peru,PER,2013,Others,0.96
Peru,PER,2014,Hydro,22.211
Peru,PER,2014,Solar,0.199
Peru,PER,2014,Wind,0.258
Peru,PER,2014,Others,1.291
Peru,PER,2015,Hydro,23.687
Peru,PER,2015,Solar,0.23
Peru,PER,2015,Wind,0.594
Peru,PER,2015,Others,0.907
Peru,PER,2016,Hydro,23.826
Peru,PER,2016,Solar,0.242
Peru,PER,2016,Wind,1.054
Peru,PER,2016,Others,0.643
Peru,PER,2017,Hydro,29.075
Peru,PER,2017,Solar,0.287
Peru,PER,2017,Wind,1.073
Peru,PER,2017,Others,0.577
Peru,PER,2018,Hydro,30.769
Peru,PER,2018,Solar,0.745
Peru,PER,2018,Wind,1.494
Peru,PER,2018,Others,0.674
Philippines,PHL,1965,Hydro,0.76
Philippines,PHL,1965,Solar,0
Philippines,PHL,1965,Wind,0
Philippines,PHL,1965,Others,0
Philippines,PHL,1966,Hydro,0.795
Philippines,PHL,1966,Solar,0
Philippines,PHL,1966,Wind,0
Philippines,PHL,1966,Others,0
Philippines,PHL,1967,Hydro,1.074
Philippines,PHL,1967,Solar,0
Philippines,PHL,1967,Wind,0
Philippines,PHL,1967,Others,0
Philippines,PHL,1968,Hydro,0.703
Philippines,PHL,1968,Solar,0
Philippines,PHL,1968,Wind,0
Philippines,PHL,1968,Others,0
Philippines,PHL,1969,Hydro,0.8
Philippines,PHL,1969,Solar,0
Philippines,PHL,1969,Wind,0
Philippines,PHL,1969,Others,0
Philippines,PHL,1970,Hydro,1.542
Philippines,PHL,1970,Solar,0
Philippines,PHL,1970,Wind,0
Philippines,PHL,1970,Others,0
Philippines,PHL,1971,Hydro,1.706
Philippines,PHL,1971,Solar,0
Philippines,PHL,1971,Wind,0
Philippines,PHL,1971,Others,0
Philippines,PHL,1972,Hydro,1.432
Philippines,PHL,1972,Solar,0
Philippines,PHL,1972,Wind,0
Philippines,PHL,1972,Others,0
Philippines,PHL,1973,Hydro,1.847
Philippines,PHL,1973,Solar,0
Philippines,PHL,1973,Wind,0
Philippines,PHL,1973,Others,0
Philippines,PHL,1974,Hydro,2.223
Philippines,PHL,1974,Solar,0
Philippines,PHL,1974,Wind,0
Philippines,PHL,1974,Others,0
Philippines,PHL,1975,Hydro,2.223
Philippines,PHL,1975,Solar,0
Philippines,PHL,1975,Wind,0
Philippines,PHL,1975,Others,0
Philippines,PHL,1976,Hydro,2.634
Philippines,PHL,1976,Solar,0
Philippines,PHL,1976,Wind,0
Philippines,PHL,1976,Others,0
Philippines,PHL,1977,Hydro,1.927
Philippines,PHL,1977,Solar,0
Philippines,PHL,1977,Wind,0
Philippines,PHL,1977,Others,0.001
Philippines,PHL,1978,Hydro,2.802
Philippines,PHL,1978,Solar,0
Philippines,PHL,1978,Wind,0
Philippines,PHL,1978,Others,0.003
Philippines,PHL,1979,Hydro,2.775
Philippines,PHL,1979,Solar,0
Philippines,PHL,1979,Wind,0
Philippines,PHL,1979,Others,0.637
Philippines,PHL,1980,Hydro,3.438
Philippines,PHL,1980,Solar,0
Philippines,PHL,1980,Wind,0
Philippines,PHL,1980,Others,2.045
Philippines,PHL,1981,Hydro,3.69
Philippines,PHL,1981,Solar,0
Philippines,PHL,1981,Wind,0
Philippines,PHL,1981,Others,3.912
Philippines,PHL,1982,Hydro,3.818
Philippines,PHL,1982,Solar,0
Philippines,PHL,1982,Wind,0
Philippines,PHL,1982,Others,3.908
Philippines,PHL,1983,Hydro,2.961
Philippines,PHL,1983,Solar,0
Philippines,PHL,1983,Wind,0
Philippines,PHL,1983,Others,4.935
Philippines,PHL,1984,Hydro,5.215
Philippines,PHL,1984,Solar,0
Philippines,PHL,1984,Wind,0
Philippines,PHL,1984,Others,5.358
Philippines,PHL,1985,Hydro,5.553
Philippines,PHL,1985,Solar,0
Philippines,PHL,1985,Wind,0
Philippines,PHL,1985,Others,5.942
Philippines,PHL,1986,Hydro,6.017
Philippines,PHL,1986,Solar,0
Philippines,PHL,1986,Wind,0
Philippines,PHL,1986,Others,5.573
Philippines,PHL,1987,Hydro,5.247
Philippines,PHL,1987,Solar,0
Philippines,PHL,1987,Wind,0
Philippines,PHL,1987,Others,4.896
Philippines,PHL,1988,Hydro,6.264
Philippines,PHL,1988,Solar,0
Philippines,PHL,1988,Wind,0
Philippines,PHL,1988,Others,5.223
Philippines,PHL,1989,Hydro,6.485
Philippines,PHL,1989,Solar,0
Philippines,PHL,1989,Wind,0
Philippines,PHL,1989,Others,5.702
Philippines,PHL,1990,Hydro,6.062
Philippines,PHL,1990,Solar,0
Philippines,PHL,1990,Wind,0
Philippines,PHL,1990,Others,5.896
Philippines,PHL,1991,Hydro,5.145
Philippines,PHL,1991,Solar,0
Philippines,PHL,1991,Wind,0
Philippines,PHL,1991,Others,5.758
Philippines,PHL,1992,Hydro,4.44
Philippines,PHL,1992,Solar,0
Philippines,PHL,1992,Wind,0
Philippines,PHL,1992,Others,5.7
Philippines,PHL,1993,Hydro,5.03
Philippines,PHL,1993,Solar,0
Philippines,PHL,1993,Wind,0
Philippines,PHL,1993,Others,5.667
Philippines,PHL,1994,Hydro,5.862
Philippines,PHL,1994,Solar,0
Philippines,PHL,1994,Wind,0
Philippines,PHL,1994,Others,6.32
Philippines,PHL,1995,Hydro,6.232
Philippines,PHL,1995,Solar,0
Philippines,PHL,1995,Wind,0
Philippines,PHL,1995,Others,6.135
Philippines,PHL,1996,Hydro,7.03
Philippines,PHL,1996,Solar,0
Philippines,PHL,1996,Wind,0
Philippines,PHL,1996,Others,6.534
Philippines,PHL,1997,Hydro,6.069
Philippines,PHL,1997,Solar,0
Philippines,PHL,1997,Wind,0
Philippines,PHL,1997,Others,7.237
Philippines,PHL,1998,Hydro,5.066
Philippines,PHL,1998,Solar,0
Philippines,PHL,1998,Wind,0
Philippines,PHL,1998,Others,8.914
Philippines,PHL,1999,Hydro,7.84
Philippines,PHL,1999,Solar,0
Philippines,PHL,1999,Wind,0
Philippines,PHL,1999,Others,10.594
Philippines,PHL,2000,Hydro,7.799
Philippines,PHL,2000,Solar,0
Philippines,PHL,2000,Wind,0
Philippines,PHL,2000,Others,11.626
Philippines,PHL,2001,Hydro,7.104
Philippines,PHL,2001,Solar,0
Philippines,PHL,2001,Wind,0
Philippines,PHL,2001,Others,10.442
Philippines,PHL,2002,Hydro,7.033
Philippines,PHL,2002,Solar,0
Philippines,PHL,2002,Wind,0
Philippines,PHL,2002,Others,10.242
Philippines,PHL,2003,Hydro,7.87
Philippines,PHL,2003,Solar,0
Philippines,PHL,2003,Wind,0
Philippines,PHL,2003,Others,9.822
Philippines,PHL,2004,Hydro,8.593
Philippines,PHL,2004,Solar,0
Philippines,PHL,2004,Wind,0
Philippines,PHL,2004,Others,10.282
Philippines,PHL,2005,Hydro,8.387
Philippines,PHL,2005,Solar,0.002
Philippines,PHL,2005,Wind,0.017
Philippines,PHL,2005,Others,9.902
Philippines,PHL,2006,Hydro,9.939
Philippines,PHL,2006,Solar,0.001
Philippines,PHL,2006,Wind,0.053
Philippines,PHL,2006,Others,10.465
Philippines,PHL,2007,Hydro,8.563
Philippines,PHL,2007,Solar,0.001
Philippines,PHL,2007,Wind,0.058
Philippines,PHL,2007,Others,10.215
Philippines,PHL,2008,Hydro,9.843
Philippines,PHL,2008,Solar,0.001
Philippines,PHL,2008,Wind,0.061
Philippines,PHL,2008,Others,10.723
Philippines,PHL,2009,Hydro,9.788
Philippines,PHL,2009,Solar,0.001
